age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y,previous_contacted,previous_success,age_group,total_contacts,contact_pressure,high_contact_flag,never_contacted_before,recent_contact,pdays_bucket,prev_success,prev_contact_flag,engagement_score
24,blue-collar,single,primary,0,-0.3742753495157576,1,1,unknown,27,may,-1.4611960221985123,4,-1,0,0,0,0,Young,4,4.0,1,1,0,never,0,0,0
37,management,divorced,tertiary,0,-0.3446292689996634,1,0,unknown,5,jun,0.2018321901586641,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
28,technician,single,secondary,0,-0.4422874392749495,0,0,telephone,18,may,-1.5030954552784113,8,349,6,0,1,0,Young,14,1.1428571428571428,1,0,0,never,0,1,0
30,technician,single,secondary,0,-0.3791639999018993,1,0,unknown,7,may,1.3965494901693984,2,-1,0,0,0,0,Young,2,2.0,0,1,0,never,0,0,0
33,blue-collar,married,primary,0,-0.4453824591762855,1,0,unknown,15,may,0.397852822146186,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
55,unknown,married,primary,0,-0.3491824895185751,0,0,unknown,4,sep,-2.2749726703025086,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
33,blue-collar,married,secondary,0,0.0524560743667903,1,0,unknown,23,may,0.5347670145620519,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
42,blue-collar,married,secondary,0,-0.2580864011440093,1,0,cellular,11,may,-0.8881104581394328,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
37,management,married,tertiary,0,-0.0482674487565072,1,0,cellular,3,jun,-0.6496222081188298,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
59,blue-collar,married,primary,0,-0.3391187568733713,1,0,unknown,5,may,-1.223562700078979,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
27,blue-collar,single,secondary,0,-0.4404717040305139,1,0,unknown,19,may,0.0889473456586685,3,-1,0,0,0,0,Young,3,3.0,0,1,0,never,0,0,0
23,student,married,tertiary,1,-1.0270950776583,1,0,cellular,18,may,0.3503975391793403,2,-1,0,0,0,0,Young,2,2.0,0,1,0,never,0,0,0
51,management,divorced,tertiary,0,-0.4453824591762855,0,0,cellular,13,aug,-1.1446820450665485,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
50,blue-collar,married,primary,0,0.9565925835967916,1,0,cellular,20,apr,-0.4601082347002513,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
43,technician,married,secondary,0,-0.0873809714288652,1,0,cellular,14,jul,1.2718055914683664,5,-1,0,0,0,0,Adult,5,5.0,1,1,0,never,0,0,0
37,blue-collar,divorced,primary,0,-0.1895642353261518,1,0,telephone,11,may,-1.4611960221985123,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
34,management,single,tertiary,0,1.081782523713304,1,0,cellular,28,aug,0.776526522748846,8,-1,0,0,0,0,Adult,8,8.0,1,1,0,never,0,0,0
41,management,married,tertiary,0,0.6803909193102533,1,0,cellular,14,jul,-0.8761158842253279,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
26,student,single,secondary,0,-0.2912080317963949,0,0,cellular,7,may,0.2595224922130293,3,-1,0,0,0,0,Young,3,3.0,0,1,0,never,0,0,0
49,management,divorced,tertiary,0,0.1499379959743464,0,0,unknown,8,jun,-1.7709351168323606,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
29,blue-collar,single,secondary,0,-0.0318505360071597,1,0,unknown,20,jun,2.778043588829106,1,-1,0,1,0,0,Young,1,1.0,0,1,0,never,0,0,0
30,management,single,tertiary,0,-0.347660109583895,1,0,unknown,20,may,-0.0171910484780981,4,-1,0,0,0,0,Young,4,4.0,1,1,0,never,0,0,0
38,services,divorced,secondary,0,-0.0764556253708106,0,0,unknown,6,jun,0.9488884466542238,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
58,management,married,secondary,0,-0.3742753495157576,0,0,telephone,24,mar,-1.175544418357644,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
34,student,single,unknown,0,0.1057640361915228,0,0,cellular,25,aug,0.4354673260189441,1,117,1,0,1,0,Adult,2,0.5,0,0,0,cold,0,1,0
53,services,divorced,unknown,0,0.0073343370459619,1,0,cellular,28,jul,0.6380193793718352,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
50,management,married,tertiary,0,0.6382166614523815,0,0,cellular,5,aug,1.1604412956305803,2,2,5,0,1,0,Senior,7,0.3333333333333333,0,0,1,recent,0,1,0
30,blue-collar,single,secondary,0,-0.2174997191550571,1,0,cellular,16,apr,0.1568312618359194,1,330,2,0,1,0,Young,3,0.3333333333333333,0,0,0,never,0,1,0
40,management,married,secondary,0,-0.1354044138775966,1,0,cellular,17,apr,-0.9500838443668655,2,256,1,0,1,0,Adult,3,1.0,0,0,0,never,0,1,0
57,housemaid,single,secondary,0,-0.3028699830925778,0,0,cellular,8,oct,1.521450887873167,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
40,management,married,tertiary,0,-4.480851919808708,1,0,cellular,15,may,2.372039852852209,2,333,18,0,1,0,Adult,20,0.1052631578947368,0,0,0,never,0,1,0
41,technician,married,secondary,0,0.3953160141425925,1,1,cellular,21,nov,0.4599720570010501,3,116,4,0,1,0,Adult,7,0.6,0,0,0,cold,0,1,0
53,technician,divorced,unknown,0,-0.141053765330169,1,0,cellular,8,may,0.5115896323562774,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
48,blue-collar,married,secondary,0,-0.9455288667473744,1,1,cellular,30,jul,0.1919652746057183,4,-1,0,0,0,0,Senior,4,4.0,1,1,0,never,0,0,0
32,technician,single,secondary,0,-0.2949201728831124,1,0,cellular,13,may,-0.8761158842253279,2,268,2,0,1,0,Adult,4,0.6666666666666666,0,0,0,never,0,1,0
34,management,married,tertiary,0,-0.1114186840082729,1,0,cellular,14,apr,0.6730956197504527,1,-1,0,1,0,0,Adult,1,1.0,0,1,0,never,0,0,0
46,blue-collar,married,secondary,0,-0.9860921202942456,1,0,cellular,28,jul,0.8728541681302965,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
45,services,divorced,secondary,0,-0.3869145273640188,0,1,cellular,7,jul,0.6380193793718352,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
51,admin.,single,tertiary,0,-0.4317232310553262,1,0,cellular,30,jan,-0.1918408537058598,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
31,management,married,secondary,0,-0.2085406773411894,1,0,cellular,14,may,-0.1523137894931696,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
47,technician,married,secondary,0,-0.6036002989155438,1,0,cellular,4,feb,-1.1913132092997414,1,247,1,0,1,0,Senior,2,0.5,0,0,0,never,0,1,0
32,blue-collar,married,secondary,0,-0.2127983063010673,0,0,cellular,12,may,-0.4684781907331588,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
41,technician,married,secondary,0,-0.3931475722385547,1,0,cellular,7,may,-1.2073167346003943,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
37,services,single,secondary,0,-1.0685153995701877,0,0,unknown,3,jul,-0.0646681813134612,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
27,blue-collar,single,primary,0,0.0797893484906187,0,0,cellular,29,jan,0.4518531756251834,1,-1,0,0,0,0,Young,1,1.0,0,1,0,never,0,0,0
27,services,married,secondary,0,-0.404281156789894,1,0,cellular,7,may,-0.5376410345457233,1,337,2,0,1,0,Young,3,0.3333333333333333,0,0,0,never,0,1,0
50,management,married,secondary,1,-0.2278254987998212,0,0,cellular,20,nov,-1.989525404437253,5,-1,0,0,0,0,Senior,5,5.0,1,1,0,never,0,0,0
31,management,single,tertiary,0,-0.3737363050611598,1,0,cellular,2,feb,-0.1851652099321126,2,271,1,0,1,0,Adult,3,1.0,0,0,0,never,0,1,0
40,self-employed,married,tertiary,0,3.521481303202681,0,0,cellular,15,oct,-0.333546143835474,1,136,8,0,1,0,Adult,9,0.1111111111111111,0,0,0,cold,0,1,0
43,management,married,tertiary,0,0.1584110387356377,1,0,cellular,19,nov,2.0687246333046803,1,198,2,1,1,0,Adult,3,0.3333333333333333,0,0,0,never,0,1,0
39,technician,married,tertiary,0,-0.0756777333973288,0,0,telephone,2,feb,-0.0407072669918577,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
31,entrepreneur,single,tertiary,0,0.3395063331689088,0,0,cellular,4,feb,-0.5465766299933368,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
48,technician,married,secondary,0,-0.213651690021039,1,0,cellular,10,jul,-0.5287723594454672,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
32,blue-collar,single,primary,0,-0.0417611306657269,0,1,cellular,29,jul,-0.8761158842253279,8,-1,0,0,0,0,Adult,8,8.0,1,1,0,never,0,0,0
47,unemployed,married,primary,0,-0.3446292689996634,1,0,telephone,30,jan,-1.057031973506891,1,241,1,0,1,0,Senior,2,0.5,0,0,0,never,0,1,0
35,management,single,tertiary,0,-0.1070591084505618,1,0,cellular,26,aug,-0.35629005798095,22,-1,0,0,0,0,Adult,22,22.0,1,1,0,never,0,0,0
42,management,single,tertiary,0,-0.4453824591762855,0,0,cellular,7,sep,-0.6693731948945519,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
47,blue-collar,married,secondary,0,0.352531111130295,0,0,unknown,5,jun,1.67763147041537,2,-1,0,1,0,0,Senior,2,2.0,0,1,0,never,0,0,0
59,retired,married,secondary,0,-0.3471536928932753,0,0,cellular,24,jul,1.042595736708003,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
38,admin.,married,secondary,0,0.734287782013498,1,0,unknown,20,jun,-2.0624777937567864,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
50,unemployed,married,secondary,0,0.2771127882806187,0,0,cellular,29,jul,0.0942976203074085,4,-1,0,0,0,0,Senior,4,4.0,1,1,0,never,0,0,0
27,services,single,secondary,0,-0.8019197616928297,0,0,cellular,8,jul,0.4518531756251834,2,-1,0,0,0,0,Young,2,2.0,0,1,0,never,0,0,0
55,housemaid,married,primary,0,-0.4317232310553262,0,0,unknown,20,jun,-1.0854734209854398,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
39,services,single,secondary,0,1.8436568129026856,1,0,cellular,15,may,1.5039445477826998,3,357,3,1,1,0,Adult,6,0.75,0,0,0,never,0,1,0
31,technician,single,tertiary,0,-0.213651690021039,0,0,cellular,4,feb,-0.9629016454097278,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
37,entrepreneur,married,tertiary,0,1.2124386605199076,1,0,unknown,20,may,-0.2053007983072428,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
28,technician,single,secondary,1,-1.2318482667598931,1,0,unknown,3,jun,1.2763636048640352,7,-1,0,0,0,0,Young,7,7.0,1,1,0,never,0,0,0
42,technician,married,secondary,0,-0.2200722702218544,0,0,cellular,20,aug,-0.2965578932379944,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
40,services,divorced,secondary,0,0.3294577921663024,1,0,unknown,15,may,-1.1146749651642027,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
59,management,single,secondary,0,-0.1241666291189957,1,1,cellular,29,jan,0.1619088098050589,2,259,5,0,1,0,Senior,7,0.3333333333333333,0,0,0,never,0,1,0
40,services,single,secondary,0,-0.4001182241071931,1,0,cellular,15,may,-2.2749726703025086,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
43,technician,married,secondary,0,-3.4159551174954976,1,0,cellular,16,apr,1.2944572837101658,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
38,technician,single,secondary,0,1.0870507494797146,1,0,cellular,29,jul,-0.005594188098667,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
54,retired,married,primary,0,-0.4453824591762855,1,0,cellular,11,jul,-0.1851652099321126,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
41,blue-collar,married,secondary,0,1.2417634721829311,1,0,telephone,31,jul,-0.4684781907331588,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
55,housemaid,divorced,primary,0,-0.0061499843770556,0,0,cellular,28,jun,0.683447565917769,1,94,3,1,1,0,Senior,4,0.25,0,0,0,cold,0,1,0
33,management,married,tertiary,0,-0.3548062274560379,0,0,unknown,20,may,1.5987628235634046,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
46,blue-collar,married,secondary,0,-0.4404717040305139,0,0,cellular,18,aug,-0.9889889898856716,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
36,management,married,secondary,0,-0.7936978484286908,0,0,cellular,18,nov,-0.2892926350702626,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
48,technician,divorced,tertiary,0,-0.3731980567123308,0,1,cellular,22,jul,-1.5467845780545129,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
42,management,married,secondary,0,-0.6791456326134138,1,0,cellular,28,aug,-1.1446820450665485,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
46,management,divorced,tertiary,0,-0.1430764534899208,0,0,cellular,17,sep,0.6521567942160524,2,183,2,1,1,1,Senior,4,0.6666666666666666,0,0,0,never,0,1,0
49,technician,married,secondary,1,-6.351497778133549,1,1,unknown,27,jun,-0.741278340334799,4,-1,0,0,0,0,Senior,4,4.0,1,1,0,never,0,0,0
36,blue-collar,married,secondary,0,-1.7528588908975244,0,0,cellular,11,may,0.3282558859287954,2,353,1,0,1,0,Adult,3,1.0,0,0,0,never,0,1,0
34,technician,single,tertiary,0,-0.3568682165287081,1,1,cellular,14,oct,-0.6206091924023379,1,85,19,0,1,0,Adult,20,0.05,0,0,0,warm,0,1,0
51,entrepreneur,divorced,tertiary,0,-0.4413642994705198,1,1,cellular,20,apr,-0.9500838443668655,5,-1,0,0,0,0,Senior,5,5.0,1,1,0,never,0,0,0
58,blue-collar,married,primary,0,-0.2774403579630804,0,0,cellular,19,aug,-0.2053007983072428,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
48,management,married,tertiary,0,-0.0478841374623757,0,0,cellular,29,jan,-0.2748900125764786,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
41,admin.,single,secondary,0,0.0103198980869098,1,0,unknown,19,may,1.875976627528482,1,-1,0,1,0,0,Adult,1,1.0,0,1,0,never,0,0,0
49,self-employed,married,primary,0,-0.1988052070420919,1,0,unknown,27,may,-0.829371990816127,4,-1,0,0,0,0,Senior,4,4.0,1,1,0,never,0,0,0
43,management,married,primary,0,2.1372521026793887,1,0,unknown,19,may,-0.5287723594454672,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
32,blue-collar,single,secondary,0,-1.1013396420527228,0,1,unknown,2,jul,1.987500789960116,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
54,retired,married,secondary,0,0.8808231130636447,0,0,unknown,11,jun,-1.0430831448917717,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
33,blue-collar,divorced,primary,0,-0.138226497538528,1,0,cellular,9,jul,0.1207213310599258,11,-1,0,0,0,0,Adult,11,11.0,1,1,0,never,0,0,0
35,technician,married,secondary,0,-0.3584209409098844,1,0,cellular,19,aug,0.5154800464366859,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
56,technician,married,secondary,0,-0.3537787103598329,1,1,cellular,11,may,-0.6398708851212029,6,349,1,0,1,0,Senior,7,3.0,1,0,0,never,0,1,0
57,technician,married,secondary,0,-0.0582597877355945,0,1,unknown,5,may,0.1919652746057183,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
31,housemaid,single,primary,0,6.541558218190431,0,0,cellular,21,apr,1.4782973378401665,2,-1,0,1,0,0,Adult,2,2.0,0,1,0,never,0,0,0
33,technician,single,secondary,0,-0.1062676661829287,1,0,cellular,14,may,0.2357922001363494,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
29,technician,single,tertiary,0,0.5125210682999258,0,0,telephone,24,jul,-1.3448109024613646,6,-1,0,0,0,0,Young,6,6.0,1,1,0,never,0,0,0
38,management,single,tertiary,0,3.847949811574616,1,0,cellular,13,may,-0.1330102392108096,1,174,7,0,1,0,Adult,8,0.125,0,0,0,cold,0,1,0
37,admin.,married,secondary,0,2.94047348180598,0,0,cellular,26,may,1.1356196894900097,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
33,entrepreneur,married,tertiary,0,-0.1548621906903302,0,0,cellular,7,aug,-1.989525404437253,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
30,management,single,tertiary,0,4.855686843879705,0,0,cellular,19,nov,0.345998578308668,2,-1,0,0,0,0,Young,2,2.0,0,1,0,never,0,0,0
31,self-employed,single,secondary,0,-0.3272850762679848,0,1,cellular,19,nov,-0.0707300511219302,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
28,technician,single,tertiary,0,-0.3371290243112949,1,1,unknown,28,may,-1.1146749651642027,2,-1,0,0,0,0,Young,2,2.0,0,1,0,never,0,0,0
26,admin.,single,secondary,0,-0.3023999489465458,0,0,cellular,30,apr,1.023794616402069,1,80,1,1,1,1,Young,2,0.5,0,0,0,warm,0,1,0
31,technician,single,secondary,0,-0.3791639999018993,1,0,telephone,17,apr,1.0318821843662511,2,345,2,0,1,0,Adult,4,0.6666666666666666,0,0,0,never,0,1,0
50,housemaid,divorced,primary,0,-0.383569642030081,1,0,cellular,22,jul,-0.0288946902052893,4,-1,0,0,0,0,Senior,4,4.0,1,1,0,never,0,0,0
45,entrepreneur,married,primary,0,-0.404281156789894,1,0,telephone,13,may,-0.4853960145450777,3,371,3,0,1,0,Adult,6,0.75,0,0,0,never,0,1,0
48,management,married,primary,0,-0.1503807064545237,0,0,cellular,5,mar,-0.9124902053637296,6,-1,0,0,0,0,Senior,6,6.0,1,1,0,never,0,0,0
41,technician,married,secondary,0,-0.4453824591762855,0,1,cellular,23,jul,-0.5922980605066951,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
60,technician,married,primary,0,-0.4001182241071931,1,0,unknown,9,may,2.0863830984392284,2,-1,0,1,0,0,Senior,2,2.0,0,1,0,never,0,0,0
41,blue-collar,married,secondary,0,-0.2643420242836318,1,0,unknown,14,may,-0.7955357859915568,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
43,blue-collar,married,primary,0,-0.0901226650373377,1,0,unknown,9,may,0.5762624357047986,4,-1,0,0,0,0,Adult,4,4.0,1,1,0,never,0,0,0
36,management,married,tertiary,0,2.424548512151174,1,1,cellular,19,nov,-0.5922980605066951,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
40,blue-collar,married,primary,0,0.0787015617176911,0,1,telephone,16,jul,0.0673211707043015,5,-1,0,0,0,0,Adult,5,5.0,1,1,0,never,0,0,0
28,management,single,tertiary,0,-0.0417611306657269,0,1,cellular,29,jan,-0.7202733595461055,1,205,2,0,1,0,Young,3,0.3333333333333333,0,0,0,never,0,1,0
27,student,single,tertiary,0,1.3532533084232914,0,0,cellular,12,nov,0.0172874819661151,2,92,2,1,1,0,Young,4,0.6666666666666666,0,0,0,cold,0,1,0
49,management,single,secondary,0,-0.4024874728064286,1,0,cellular,29,jan,-0.0230293886169544,2,246,1,0,1,0,Senior,3,1.0,0,0,0,never,0,1,0
37,technician,married,tertiary,0,-0.4453824591762855,1,0,cellular,17,nov,-0.9124902053637296,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
31,blue-collar,married,secondary,0,0.1506450001763902,1,0,cellular,6,may,-0.3038665174105017,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
31,technician,single,secondary,1,-0.4253181378173461,0,0,cellular,2,feb,0.8020220248439204,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
31,blue-collar,married,secondary,0,0.1318518476280867,1,1,cellular,17,nov,0.1770236727689251,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
35,blue-collar,married,primary,0,-0.0760666384788897,1,0,cellular,17,apr,-0.6016593854785363,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
51,blue-collar,divorced,unknown,0,2.6848978910137418,1,0,unknown,29,may,-0.5025572213710241,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
33,technician,single,secondary,0,1.3373722029256945,0,0,cellular,7,aug,-1.0430831448917717,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
30,technician,single,tertiary,0,-0.4422874392749495,1,0,cellular,6,may,-1.4013760743997474,2,169,2,0,1,0,Young,4,0.6666666666666666,0,0,0,cold,0,1,0
58,technician,single,secondary,0,-0.23302494830481,0,1,cellular,14,jul,1.4562528475753478,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
34,admin.,married,tertiary,0,-0.4186272389457845,1,0,cellular,15,oct,-0.9248815975927784,1,69,2,0,1,0,Adult,3,0.3333333333333333,0,0,0,warm,0,1,0
45,management,married,tertiary,0,-1.746250795131518,0,0,cellular,21,aug,1.1555104824999292,6,-1,0,0,0,0,Adult,6,6.0,1,1,0,never,0,0,0
28,services,single,secondary,0,-0.3297303235627933,0,0,cellular,5,jul,-0.4110792020818707,2,-1,0,1,0,0,Young,2,2.0,0,1,0,never,0,0,0
31,blue-collar,married,primary,0,-0.3808091732902249,1,0,cellular,17,apr,0.0229443503060923,2,322,1,0,1,0,Adult,3,1.0,0,0,0,never,0,1,0
40,management,married,tertiary,0,-0.4030837220961567,0,0,unknown,16,jun,-0.1014844528824664,6,-1,0,0,0,0,Adult,6,6.0,1,1,0,never,0,0,0
30,services,single,secondary,0,0.8245633626092644,0,0,cellular,2,feb,-0.3038665174105017,2,-1,0,0,0,0,Young,2,2.0,0,1,0,never,0,0,0
34,entrepreneur,married,secondary,0,-0.7691996269280693,1,1,unknown,27,may,1.115454821942565,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
40,blue-collar,married,secondary,0,-0.0151855618024045,0,1,unknown,12,jun,-0.3186161345319812,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
59,retired,married,primary,0,0.1577058641248958,0,0,unknown,18,jun,-0.3186161345319812,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
43,technician,single,tertiary,0,0.0092007721598282,1,0,unknown,19,may,0.3415850382445392,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
41,management,married,tertiary,0,-0.4981835403128412,0,0,cellular,29,jan,-1.4819319891142886,2,266,2,0,1,0,Adult,4,0.6666666666666666,0,0,0,never,0,1,0
33,technician,divorced,secondary,0,-0.4371118440884504,0,0,cellular,21,aug,-0.7519263756051605,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
33,management,married,secondary,0,0.9910576392121476,1,0,cellular,20,apr,-0.3794680549767789,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
36,blue-collar,married,secondary,0,-0.4339756166854814,0,0,unknown,3,jun,0.4559187194797535,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
32,self-employed,single,secondary,0,0.0978538095649102,0,0,cellular,25,jul,-0.0288946902052893,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
25,admin.,married,secondary,0,-0.4302589755633341,1,0,cellular,18,jul,0.1919652746057183,1,-1,0,0,0,0,Young,1,1.0,0,1,0,never,0,0,0
25,blue-collar,married,secondary,0,-0.6060480794721308,1,0,unknown,12,may,0.2688961184060329,3,-1,0,0,0,0,Young,3,3.0,0,1,0,never,0,0,0
38,technician,single,tertiary,0,-0.3185629444700698,0,0,cellular,20,aug,-0.8881104581394328,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
34,management,married,tertiary,0,-0.361021080086351,1,0,cellular,22,apr,-0.2053007983072428,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
67,blue-collar,married,secondary,0,4.160595336050007,0,0,cellular,27,oct,0.182023244883824,2,-1,0,0,0,0,Old,2,2.0,0,1,0,never,0,0,0
32,blue-collar,married,secondary,0,-0.5746642252511759,1,0,unknown,30,may,0.0508593783990168,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
45,housemaid,married,primary,0,1.9208818487824988,0,0,cellular,13,aug,1.2230815497512868,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
33,blue-collar,married,primary,0,-0.1895642353261518,1,0,unknown,21,may,0.5347670145620519,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
38,admin.,married,primary,0,0.953315584084978,1,0,cellular,20,apr,0.0397662992755404,2,315,2,0,1,0,Adult,4,0.6666666666666666,0,0,0,never,0,1,0
32,technician,divorced,secondary,0,0.038861325738038,1,0,unknown,12,may,0.5115896323562774,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
54,retired,divorced,tertiary,0,1.5802632632815306,1,1,unknown,21,may,-0.8067031735525366,6,-1,0,0,0,0,Senior,6,6.0,1,1,0,never,0,0,0
51,admin.,divorced,secondary,0,-0.2634457608444948,1,0,unknown,8,may,-0.0171910484780981,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
42,blue-collar,married,primary,0,-0.7157182799651305,1,0,cellular,22,jul,-0.1330102392108096,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
41,admin.,married,secondary,0,0.6732283283557716,1,0,cellular,22,jul,-1.9218208343370284,12,-1,0,0,0,0,Adult,12,12.0,1,1,0,never,0,0,0
39,management,divorced,tertiary,0,0.8518468239685919,0,1,cellular,18,aug,-0.9500838443668655,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
38,blue-collar,married,secondary,0,-0.2540868615985766,1,0,unknown,11,jun,1.3689993616138103,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
39,management,married,secondary,0,0.0296324287686971,1,0,unknown,27,may,2.265340071971802,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
46,blue-collar,married,primary,0,0.6454248258580167,0,0,cellular,20,apr,0.4271990460366323,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
50,entrepreneur,divorced,tertiary,0,0.283229633359835,0,1,cellular,6,feb,1.6547445843139923,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
33,blue-collar,married,secondary,0,-0.3880377631368991,1,0,unknown,19,may,0.7472792870957243,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
37,technician,married,secondary,0,0.2295178758105379,1,0,unknown,19,may,0.2116252105336105,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
31,management,married,tertiary,0,2.1754074306098463,0,0,cellular,29,aug,-1.440869272332852,13,-1,0,0,0,0,Adult,13,13.0,1,1,0,never,0,0,0
34,blue-collar,divorced,unknown,0,-0.3426187103633997,0,0,cellular,15,jun,-0.0707300511219302,1,-1,0,1,0,0,Adult,1,1.0,0,1,0,never,0,0,0
