age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y,previous_contacted,previous_success,age_group
55,housemaid,married,primary,0,-0.43172323105532623,0,0,unknown,20,jun,-1.0854734209854398,1,-1,0,0,0,0,Senior
39,services,single,secondary,0,1.8436568129026856,1,0,cellular,15,may,1.5039445477826998,3,357,3,1,1,0,Adult
31,technician,single,tertiary,0,-0.21365169002103904,0,0,cellular,4,feb,-0.9629016454097278,3,-1,0,0,0,0,Adult
37,entrepreneur,married,tertiary,0,1.2124386605199076,1,0,unknown,20,may,-0.20530079830724288,2,-1,0,0,0,0,Adult
28,technician,single,secondary,1,-1.2318482667598933,1,0,unknown,3,jun,1.2763636048640352,7,-1,0,0,0,0,Young
42,technician,married,secondary,0,-0.22007227022185447,0,0,cellular,20,aug,-0.2965578932379944,2,-1,0,0,0,0,Adult
40,services,divorced,secondary,0,0.3294577921663024,1,0,unknown,15,may,-1.1146749651642027,1,-1,0,0,0,0,Adult
59,management,single,secondary,0,-0.12416662911899572,1,1,cellular,29,jan,0.1619088098050589,2,259,5,0,1,0,Senior
40,services,single,secondary,0,-0.4001182241071931,1,0,cellular,15,may,-2.2749726703025086,3,-1,0,0,0,0,Adult
43,technician,married,secondary,0,-3.4159551174954976,1,0,cellular,16,apr,1.2944572837101658,1,-1,0,0,0,0,Adult
38,technician,single,secondary,0,1.0870507494797146,1,0,cellular,29,jul,-0.005594188098667023,2,-1,0,0,0,0,Adult
54,retired,married,primary,0,-0.44538245917628555,1,0,cellular,11,jul,-0.18516520993211266,2,-1,0,0,0,0,Senior
41,blue-collar,married,secondary,0,1.2417634721829311,1,0,telephone,31,jul,-0.4684781907331588,2,-1,0,0,0,0,Adult
55,housemaid,divorced,primary,0,-0.006149984377055609,0,0,cellular,28,jun,0.683447565917769,1,94,3,1,1,0,Senior
33,management,married,tertiary,0,-0.35480622745603796,0,0,unknown,20,may,1.5987628235634046,1,-1,0,0,0,0,Adult
46,blue-collar,married,secondary,0,-0.4404717040305139,0,0,cellular,18,aug,-0.9889889898856717,3,-1,0,0,0,0,Senior
36,management,married,secondary,0,-0.7936978484286908,0,0,cellular,18,nov,-0.2892926350702626,2,-1,0,0,0,0,Adult
48,technician,divorced,tertiary,0,-0.37319805671233086,0,1,cellular,22,jul,-1.5467845780545129,1,-1,0,0,0,0,Senior
42,management,married,secondary,0,-0.6791456326134138,1,0,cellular,28,aug,-1.1446820450665485,2,-1,0,0,0,0,Adult
46,management,divorced,tertiary,0,-0.14307645348992085,0,0,cellular,17,sep,0.6521567942160524,2,183,2,1,1,1,Senior
49,technician,married,secondary,1,-6.351497778133549,1,1,unknown,27,jun,-0.741278340334799,4,-1,0,0,0,0,Senior
36,blue-collar,married,secondary,0,-1.7528588908975244,0,0,cellular,11,may,0.3282558859287954,2,353,1,0,1,0,Adult
34,technician,single,tertiary,0,-0.35686821652870815,1,1,cellular,14,oct,-0.6206091924023379,1,85,19,0,1,0,Adult
51,entrepreneur,divorced,tertiary,0,-0.4413642994705198,1,1,cellular,20,apr,-0.9500838443668655,5,-1,0,0,0,0,Senior
58,blue-collar,married,primary,0,-0.2774403579630804,0,0,cellular,19,aug,-0.20530079830724288,2,-1,0,0,0,0,Senior
48,management,married,tertiary,0,-0.047884137462375756,0,0,cellular,29,jan,-0.27489001257647866,2,-1,0,0,0,0,Senior
41,admin.,single,secondary,0,0.010319898086909857,1,0,unknown,19,may,1.875976627528482,1,-1,0,1,0,0,Adult
49,self-employed,married,primary,0,-0.19880520704209198,1,0,unknown,27,may,-0.829371990816127,4,-1,0,0,0,0,Senior
43,management,married,primary,0,2.1372521026793887,1,0,unknown,19,may,-0.5287723594454672,2,-1,0,0,0,0,Adult
32,blue-collar,single,secondary,0,-1.1013396420527228,0,1,unknown,2,jul,1.9875007899601158,3,-1,0,0,0,0,Adult
54,retired,married,secondary,0,0.8808231130636447,0,0,unknown,11,jun,-1.0430831448917715,3,-1,0,0,0,0,Senior
33,blue-collar,divorced,primary,0,-0.138226497538528,1,0,cellular,9,jul,0.12072133105992587,11,-1,0,0,0,0,Adult
35,technician,married,secondary,0,-0.3584209409098844,1,0,cellular,19,aug,0.5154800464366859,2,-1,0,0,0,0,Adult
56,technician,married,secondary,0,-0.3537787103598329,1,1,cellular,11,may,-0.6398708851212029,6,349,1,0,1,0,Senior
57,technician,married,secondary,0,-0.058259787735594565,0,1,unknown,5,may,0.19196527460571838,1,-1,0,0,0,0,Senior
31,housemaid,single,primary,0,6.541558218190431,0,0,cellular,21,apr,1.4782973378401663,2,-1,0,1,0,0,Adult
33,technician,single,secondary,0,-0.10626766618292878,1,0,cellular,14,may,0.2357922001363494,2,-1,0,0,0,0,Adult
29,technician,single,tertiary,0,0.5125210682999258,0,0,telephone,24,jul,-1.3448109024613646,6,-1,0,0,0,0,Young
38,management,single,tertiary,0,3.8479498115746154,1,0,cellular,13,may,-0.1330102392108096,1,174,7,0,1,0,Adult
37,admin.,married,secondary,0,2.94047348180598,0,0,cellular,26,may,1.1356196894900095,2,-1,0,0,0,0,Adult
33,entrepreneur,married,tertiary,0,-0.15486219069033025,0,0,cellular,7,aug,-1.989525404437253,2,-1,0,0,0,0,Adult
30,management,single,tertiary,0,4.855686843879705,0,0,cellular,19,nov,0.345998578308668,2,-1,0,0,0,0,Young
31,self-employed,single,secondary,0,-0.3272850762679848,0,1,cellular,19,nov,-0.07073005112193026,1,-1,0,0,0,0,Adult
28,technician,single,tertiary,0,-0.33712902431129493,1,1,unknown,28,may,-1.1146749651642027,2,-1,0,0,0,0,Young
26,admin.,single,secondary,0,-0.3023999489465458,0,0,cellular,30,apr,1.023794616402069,1,80,1,1,1,1,Young
31,technician,single,secondary,0,-0.37916399990189936,1,0,telephone,17,apr,1.0318821843662511,2,345,2,0,1,0,Adult
50,housemaid,divorced,primary,0,-0.383569642030081,1,0,cellular,22,jul,-0.028894690205289394,4,-1,0,0,0,0,Senior
45,entrepreneur,married,primary,0,-0.40428115678989407,1,0,telephone,13,may,-0.48539601454507775,3,371,3,0,1,0,Adult
48,management,married,primary,0,-0.15038070645452373,0,0,cellular,5,mar,-0.9124902053637296,6,-1,0,0,0,0,Senior
41,technician,married,secondary,0,-0.44538245917628555,0,1,cellular,23,jul,-0.5922980605066951,1,-1,0,0,0,0,Adult
60,technician,married,primary,0,-0.4001182241071931,1,0,unknown,9,may,2.0863830984392284,2,-1,0,1,0,0,Senior
41,blue-collar,married,secondary,0,-0.2643420242836318,1,0,unknown,14,may,-0.7955357859915568,1,-1,0,0,0,0,Adult
43,blue-collar,married,primary,0,-0.0901226650373377,1,0,unknown,9,may,0.5762624357047986,4,-1,0,0,0,0,Adult
36,management,married,tertiary,0,2.424548512151174,1,1,cellular,19,nov,-0.5922980605066951,2,-1,0,0,0,0,Adult
40,blue-collar,married,primary,0,0.07870156171769116,0,1,telephone,16,jul,0.06732117070430158,5,-1,0,0,0,0,Adult
28,management,single,tertiary,0,-0.04176113066572699,0,1,cellular,29,jan,-0.7202733595461055,1,205,2,0,1,0,Young
27,student,single,tertiary,0,1.3532533084232914,0,0,cellular,12,nov,0.017287481966115164,2,92,2,1,1,0,Young
49,management,single,secondary,0,-0.40248747280642866,1,0,cellular,29,jan,-0.023029388616954444,2,246,1,0,1,0,Senior
37,technician,married,tertiary,0,-0.44538245917628555,1,0,cellular,17,nov,-0.9124902053637296,1,-1,0,0,0,0,Adult
31,blue-collar,married,secondary,0,0.1506450001763902,1,0,cellular,6,may,-0.3038665174105017,3,-1,0,0,0,0,Adult
31,technician,single,secondary,1,-0.4253181378173461,0,0,cellular,2,feb,0.8020220248439204,1,-1,0,0,0,0,Adult
31,blue-collar,married,secondary,0,0.13185184762808674,1,1,cellular,17,nov,0.17702367276892517,2,-1,0,0,0,0,Adult
35,blue-collar,married,primary,0,-0.07606663847888973,1,0,cellular,17,apr,-0.6016593854785363,1,-1,0,0,0,0,Adult
51,blue-collar,divorced,unknown,0,2.6848978910137418,1,0,unknown,29,may,-0.5025572213710241,1,-1,0,0,0,0,Senior
33,technician,single,secondary,0,1.3373722029256945,0,0,cellular,7,aug,-1.0430831448917715,3,-1,0,0,0,0,Adult
30,technician,single,tertiary,0,-0.44228743927494957,1,0,cellular,6,may,-1.4013760743997474,2,169,2,0,1,0,Young
58,technician,single,secondary,0,-0.23302494830481008,0,1,cellular,14,jul,1.4562528475753478,2,-1,0,0,0,0,Senior
34,admin.,married,tertiary,0,-0.4186272389457845,1,0,cellular,15,oct,-0.9248815975927783,1,69,2,0,1,0,Adult
45,management,married,tertiary,0,-1.746250795131518,0,0,cellular,21,aug,1.1555104824999292,6,-1,0,0,0,0,Adult
28,services,single,secondary,0,-0.3297303235627933,0,0,cellular,5,jul,-0.4110792020818707,2,-1,0,1,0,0,Young
31,blue-collar,married,primary,0,-0.38080917329022496,1,0,cellular,17,apr,0.022944350306092338,2,322,1,0,1,0,Adult
40,management,married,tertiary,0,-0.4030837220961567,0,0,unknown,16,jun,-0.10148445288246649,6,-1,0,0,0,0,Adult
30,services,single,secondary,0,0.8245633626092644,0,0,cellular,2,feb,-0.3038665174105017,2,-1,0,0,0,0,Young
34,entrepreneur,married,secondary,0,-0.7691996269280693,1,1,unknown,27,may,1.115454821942565,2,-1,0,0,0,0,Adult
40,blue-collar,married,secondary,0,-0.015185561802404539,0,1,unknown,12,jun,-0.3186161345319812,1,-1,0,0,0,0,Adult
59,retired,married,primary,0,0.15770586412489582,0,0,unknown,18,jun,-0.3186161345319812,2,-1,0,0,0,0,Senior
43,technician,single,tertiary,0,0.009200772159828298,1,0,unknown,19,may,0.3415850382445392,2,-1,0,0,0,0,Adult
41,management,married,tertiary,0,-0.49818354031284123,0,0,cellular,29,jan,-1.4819319891142886,2,266,2,0,1,0,Adult
33,technician,divorced,secondary,0,-0.43711184408845044,0,0,cellular,21,aug,-0.7519263756051605,2,-1,0,0,0,0,Adult
33,management,married,secondary,0,0.9910576392121476,1,0,cellular,20,apr,-0.3794680549767789,2,-1,0,0,0,0,Adult
36,blue-collar,married,secondary,0,-0.43397561668548146,0,0,unknown,3,jun,0.4559187194797535,1,-1,0,0,0,0,Adult
32,self-employed,single,secondary,0,0.09785380956491022,0,0,cellular,25,jul,-0.028894690205289394,2,-1,0,0,0,0,Adult
25,admin.,married,secondary,0,-0.43025897556333415,1,0,cellular,18,jul,0.19196527460571838,1,-1,0,0,0,0,Young
25,blue-collar,married,secondary,0,-0.6060480794721308,1,0,unknown,12,may,0.26889611840603295,3,-1,0,0,0,0,Young
38,technician,single,tertiary,0,-0.3185629444700698,0,0,cellular,20,aug,-0.8881104581394328,3,-1,0,0,0,0,Adult
34,management,married,tertiary,0,-0.36102108008635103,1,0,cellular,22,apr,-0.20530079830724288,1,-1,0,0,0,0,Adult
67,blue-collar,married,secondary,0,4.160595336050007,0,0,cellular,27,oct,0.182023244883824,2,-1,0,0,0,0,Old
32,blue-collar,married,secondary,0,-0.5746642252511759,1,0,unknown,30,may,0.05085937839901681,1,-1,0,0,0,0,Adult
45,housemaid,married,primary,0,1.9208818487824988,0,0,cellular,13,aug,1.2230815497512868,2,-1,0,0,0,0,Adult
33,blue-collar,married,primary,0,-0.18956423532615185,1,0,unknown,21,may,0.5347670145620519,2,-1,0,0,0,0,Adult
38,admin.,married,primary,0,0.9533155840849779,1,0,cellular,20,apr,0.03976629927554041,2,315,2,0,1,0,Adult
32,technician,divorced,secondary,0,0.03886132573803804,1,0,unknown,12,may,0.5115896323562774,2,-1,0,0,0,0,Adult
54,retired,divorced,tertiary,0,1.5802632632815306,1,1,unknown,21,may,-0.8067031735525366,6,-1,0,0,0,0,Senior
51,admin.,divorced,secondary,0,-0.2634457608444948,1,0,unknown,8,may,-0.017191048478098127,1,-1,0,0,0,0,Senior
42,blue-collar,married,primary,0,-0.7157182799651305,1,0,cellular,22,jul,-0.1330102392108096,3,-1,0,0,0,0,Adult
41,admin.,married,secondary,0,0.6732283283557716,1,0,cellular,22,jul,-1.9218208343370284,12,-1,0,0,0,0,Adult
39,management,divorced,tertiary,0,0.8518468239685919,0,1,cellular,18,aug,-0.9500838443668655,3,-1,0,0,0,0,Adult
38,blue-collar,married,secondary,0,-0.25408686159857663,1,0,unknown,11,jun,1.3689993616138105,1,-1,0,0,0,0,Adult
39,management,married,secondary,0,0.029632428768697136,1,0,unknown,27,may,2.265340071971802,2,-1,0,0,0,0,Adult
46,blue-collar,married,primary,0,0.6454248258580167,0,0,cellular,20,apr,0.42719904603663233,2,-1,0,0,0,0,Senior
50,entrepreneur,divorced,tertiary,0,0.28322963335983503,0,1,cellular,6,feb,1.6547445843139925,3,-1,0,0,0,0,Senior
33,blue-collar,married,secondary,0,-0.38803776313689914,1,0,unknown,19,may,0.7472792870957243,1,-1,0,0,0,0,Adult
37,technician,married,secondary,0,0.22951787581053792,1,0,unknown,19,may,0.21162521053361052,3,-1,0,0,0,0,Adult
31,management,married,tertiary,0,2.1754074306098463,0,0,cellular,29,aug,-1.440869272332852,13,-1,0,0,0,0,Adult
34,blue-collar,divorced,unknown,0,-0.3426187103633997,0,0,cellular,15,jun,-0.07073005112193026,1,-1,0,1,0,0,Adult
34,management,married,tertiary,0,-0.44538245917628555,1,0,cellular,7,aug,0.36350798052900635,1,99,2,1,1,1,Adult
36,management,married,tertiary,0,-0.3180819278041337,1,0,cellular,6,may,0.5836736916617637,1,169,2,0,1,0,Adult
40,technician,married,secondary,0,-0.3753558601108888,0,0,unknown,20,jun,0.8668336475313363,22,-1,0,0,0,0,Adult
40,blue-collar,married,secondary,0,0.16615714825836297,0,0,cellular,1,jun,0.5725417222888256,1,-1,0,1,0,0,Adult
41,technician,married,secondary,0,0.027412175976962567,0,0,cellular,11,feb,-0.5737961200764227,3,-1,0,1,0,0,Adult
52,management,married,tertiary,0,0.7259573079018204,0,0,cellular,25,aug,-1.2073167346003943,6,-1,0,0,0,0,Senior
40,services,single,secondary,0,-0.03946979425074032,1,0,unknown,12,may,-0.12030467543427656,2,-1,0,0,0,0,Adult
48,blue-collar,single,unknown,0,-0.22480391633823357,1,0,cellular,18,may,-0.4191131013509083,1,-1,0,0,0,0,Senior
33,management,divorced,secondary,0,-0.37698280970787035,0,0,cellular,20,aug,-0.08294186311879148,3,-1,0,0,0,0,Adult
44,technician,divorced,secondary,0,-0.44538245917628555,0,0,cellular,12,aug,-1.2073167346003943,2,-1,0,0,0,0,Adult
55,management,married,tertiary,0,-0.005023160279923671,0,1,cellular,8,jul,-0.45179639200042815,1,-1,0,0,0,0,Senior
51,admin.,married,secondary,0,0.5690875312656926,0,0,telephone,28,jan,-0.2606543479399819,2,-1,0,0,0,0,Senior
34,management,single,tertiary,0,-0.3891653200319729,0,0,cellular,5,feb,0.22134552454947307,1,-1,0,0,0,0,Adult
58,retired,divorced,unknown,0,1.5297820249061311,1,0,cellular,23,jul,0.33271379892834213,1,-1,0,0,0,0,Senior
39,management,single,tertiary,0,-0.06714228000155087,1,0,cellular,27,aug,-1.5693537554147405,3,-1,0,0,0,0,Adult
27,unemployed,single,secondary,0,0.7607440319047863,0,0,cellular,5,aug,-0.6016593854785363,1,110,2,0,1,0,Young
55,management,divorced,unknown,0,-0.44325040435771623,1,0,unknown,19,may,-0.7099126299891974,1,-1,0,0,0,0,Senior
35,technician,single,secondary,0,-0.54662499816737,0,0,unknown,2,jul,-0.3639669427880143,2,-1,0,0,0,0,Adult
37,technician,single,tertiary,0,0.7727032857498375,1,0,cellular,9,apr,1.7774755131815196,2,-1,0,0,0,0,Adult
52,technician,married,secondary,0,-0.33071128487633433,1,1,cellular,24,feb,-0.511231490272068,1,273,3,0,1,0,Senior
41,blue-collar,married,secondary,0,-0.17251636140124277,1,0,cellular,12,may,1.0399247748464369,1,-1,0,0,0,0,Adult
52,admin.,married,secondary,0,0.4679515005979493,0,1,cellular,12,aug,1.3732708250141488,3,-1,0,0,0,0,Senior
34,blue-collar,single,secondary,0,0.8964656423102578,1,0,unknown,27,may,-1.3633279293590175,5,-1,0,0,0,0,Adult
53,management,divorced,primary,0,-0.3023999489465458,0,0,cellular,19,nov,-0.427200969114286,1,-1,0,0,0,0,Senior
33,management,single,tertiary,0,0.7197789330729155,0,0,cellular,29,jun,0.9230249210725577,2,-1,0,1,0,0,Adult
47,self-employed,married,secondary,0,-0.44538245917628555,0,0,unknown,26,jun,-0.089092425654173,8,-1,0,0,0,0,Senior
35,blue-collar,married,secondary,0,1.6654004965850784,1,1,cellular,30,jan,-0.2892926350702626,1,266,2,0,1,0,Adult
33,management,single,tertiary,0,0.32341614702310106,0,0,cellular,8,aug,0.011605439811959354,2,-1,0,0,0,0,Adult
55,blue-collar,married,primary,0,0.9413862156810986,0,0,telephone,21,apr,0.17702367276892517,1,-1,0,0,0,0,Senior
58,self-employed,married,primary,0,0.007707746920808693,1,0,cellular,11,aug,0.0942976203074085,1,461,1,1,1,0,Senior
44,admin.,married,secondary,0,-0.299118215953092,1,0,cellular,9,jul,-0.9500838443668655,1,-1,0,0,0,0,Adult
25,services,single,secondary,0,0.7426064924002331,1,0,unknown,28,may,-1.9218208343370284,1,-1,0,0,0,0,Young
37,technician,single,secondary,0,1.3942445599955595,1,0,cellular,6,may,-2.780664816091312,11,351,1,0,1,0,Adult
41,blue-collar,married,primary,0,0.3761346569362235,1,0,cellular,15,may,1.1179906994220572,7,-1,0,0,0,0,Adult
34,blue-collar,single,secondary,0,-0.3214567141134007,0,0,cellular,3,mar,0.7005311133443641,3,-1,0,1,0,0,Adult
36,services,divorced,secondary,0,0.21604436141081212,0,0,unknown,6,jun,0.3102730614722437,3,-1,0,0,0,0,Adult
44,self-employed,married,tertiary,0,-0.3620655497002844,0,0,cellular,28,aug,-0.8067031735525366,4,-1,0,0,0,0,Adult
34,entrepreneur,divorced,tertiary,0,-0.299118215953092,0,0,cellular,20,nov,0.7700796765977169,1,-1,0,0,0,0,Adult
56,blue-collar,divorced,primary,0,0.6819467955449641,0,0,unknown,9,jun,0.9172133480872074,2,-1,0,0,0,0,Senior
43,management,divorced,tertiary,0,-0.24218583821979067,1,0,unknown,8,may,3.121585654446857,2,-1,0,1,0,0,Adult
28,blue-collar,single,secondary,0,0.8023470060451832,1,0,cellular,15,may,-1.989525404437253,4,-1,0,0,0,0,Young
54,blue-collar,married,secondary,0,0.10935208253074326,1,0,unknown,5,may,0.3807906391119565,1,-1,0,0,0,0,Senior
37,technician,divorced,secondary,0,-0.39200391295380743,0,0,cellular,21,jul,0.011605439811959354,1,-1,0,0,0,0,Adult
59,self-employed,married,tertiary,0,0.35819524800373825,0,0,cellular,19,feb,0.17702367276892517,4,94,2,1,1,1,Senior
58,blue-collar,divorced,secondary,0,-0.17623994984142985,0,1,telephone,17,jul,0.3721772546840746,3,-1,0,0,0,0,Senior
56,management,divorced,tertiary,0,0.008827607848028265,1,0,unknown,9,jun,-0.028894690205289394,5,-1,0,0,0,0,Senior
32,blue-collar,single,secondary,0,-0.15119450598731266,0,1,cellular,28,may,-0.7099126299891974,3,-1,0,0,0,0,Adult
42,management,single,tertiary,0,-0.1837182384783079,0,0,cellular,13,aug,-0.4191131013509083,2,-1,0,0,0,0,Adult
52,retired,divorced,primary,0,-0.25764117425150335,0,0,cellular,31,jul,0.8455581854540668,4,-1,0,0,0,0,Senior
46,management,married,tertiary,0,-0.010663081703233527,1,0,cellular,8,apr,-0.089092425654173,1,-1,0,0,0,0,Senior
37,admin.,married,tertiary,0,0.9533155840849779,1,0,cellular,27,apr,-0.44354179533772986,1,-1,0,1,0,0,Adult
39,blue-collar,married,primary,0,-0.042907773245021444,1,0,unknown,26,may,-0.6398708851212029,2,-1,0,0,0,0,Adult
31,admin.,married,secondary,0,-0.27516791067193025,1,0,cellular,17,apr,0.4354673260189441,1,-1,0,0,0,0,Adult
59,housemaid,married,primary,0,-0.44538245917628555,0,0,cellular,27,aug,-0.9248815975927783,11,-1,0,0,0,0,Senior
38,blue-collar,married,secondary,0,0.13753797899283787,1,0,cellular,11,may,1.063788017587841,2,-1,0,0,0,0,Adult
58,management,married,secondary,0,-0.4173290986045263,0,0,cellular,18,aug,-0.829371990816127,11,-1,0,0,0,0,Senior
34,management,single,tertiary,0,-0.12336695794696713,1,1,cellular,20,nov,0.40208462791726074,1,184,1,0,1,0,Adult
40,services,married,secondary,0,-1.3686837083432428,1,0,unknown,26,may,1.6653497166490845,1,-1,0,0,0,0,Adult
20,student,single,secondary,0,-0.28567277807555197,0,0,telephone,11,may,-0.10148445288246649,5,371,5,0,1,0,Young
34,technician,married,secondary,0,-0.3243639414082802,1,1,cellular,8,apr,0.7829438923367142,2,-1,0,0,0,0,Adult
31,technician,single,tertiary,0,-0.22050159647398984,1,0,cellular,12,aug,-0.39517022870310975,2,-1,0,0,0,0,Adult
39,admin.,single,secondary,0,0.09172556379273958,1,0,unknown,12,may,0.5309314098923662,3,-1,0,0,0,0,Adult
34,entrepreneur,married,tertiary,0,-0.2567513497710993,1,0,unknown,16,may,0.3591521380290576,1,-1,0,0,0,0,Adult
24,blue-collar,married,secondary,0,-0.32679723471547184,1,1,cellular,17,apr,0.21162521053361052,3,-1,0,0,0,0,Young
41,management,married,tertiary,0,2.8038786196897676,1,0,cellular,1,jun,0.4720596190028806,1,-1,0,0,0,0,Adult
40,management,married,tertiary,0,-0.4404717040305139,1,0,cellular,18,nov,0.1619088098050589,3,-1,0,0,0,0,Adult
45,technician,single,secondary,0,-0.23259069958774944,1,0,unknown,30,may,1.889778862671059,4,-1,0,1,0,0,Adult
36,management,married,tertiary,0,-0.1507875501517104,1,0,unknown,26,may,0.08357476726006927,1,-1,0,0,0,0,Adult
53,management,married,tertiary,0,-0.4413642994705198,0,0,unknown,20,jun,-2.101214435472876,6,-1,0,0,0,0,Senior
23,student,single,secondary,0,2.2231421241853084,0,0,cellular,25,aug,-0.19184085370585988,2,-1,0,0,0,0,Young
42,entrepreneur,married,primary,0,-0.3297303235627933,1,0,unknown,8,may,0.5725417222888256,1,-1,0,0,0,0,Adult
48,blue-collar,married,secondary,0,-0.057489331170053455,1,0,unknown,19,may,0.14147848875242927,1,-1,0,0,0,0,Senior
34,management,married,tertiary,0,-0.437926427397188,0,0,cellular,25,aug,-0.12030467543427656,4,-1,0,0,0,0,Adult
36,admin.,married,secondary,0,-0.20684190299345567,1,0,cellular,31,jul,-0.6496222081188298,4,-1,0,0,0,0,Adult
43,retired,married,secondary,0,-0.1858030755935051,1,0,unknown,20,may,-2.2749726703025086,13,-1,0,0,0,0,Adult
36,blue-collar,married,secondary,0,-0.22007227022185447,1,0,unknown,21,may,0.35478202481275767,5,-1,0,0,0,0,Adult
49,blue-collar,married,secondary,0,-1.7297515789344404,1,0,cellular,14,may,1.2740863450619233,1,-1,0,1,0,0,Senior
55,retired,married,secondary,0,-0.20854067734118942,0,0,unknown,17,jun,0.4680424288012426,4,-1,0,0,0,0,Senior
53,retired,married,secondary,0,-0.126568033641595,1,0,cellular,22,apr,0.7700796765977169,2,-1,0,1,0,0,Senior
42,technician,married,secondary,0,0.0006023618556341875,1,0,cellular,11,aug,-0.253597825533527,1,78,5,1,1,0,Adult
45,admin.,married,secondary,0,1.3688235251338383,1,1,unknown,21,oct,-0.011379402663628493,1,-1,0,1,0,0,Adult
31,blue-collar,married,secondary,0,0.09208643458635526,1,0,unknown,21,may,-1.6904781564694102,1,-1,0,0,0,0,Adult
32,admin.,married,tertiary,0,-0.44538245917628555,1,0,unknown,5,may,-0.333546143835474,1,-1,0,0,0,0,Adult
36,blue-collar,married,secondary,0,0.47119560139942634,1,0,unknown,17,jun,0.20673786224696994,2,-1,0,0,0,0,Adult
56,retired,married,secondary,0,0.019253296043031217,0,0,telephone,3,jul,0.7106813941865625,2,-1,0,1,0,0,Senior
46,admin.,married,secondary,0,0.028522562280985476,1,0,unknown,8,may,-1.4013760743997474,2,-1,0,0,0,0,Senior
41,housemaid,single,secondary,0,-0.3137687613795268,0,0,cellular,9,jul,-0.9248815975927783,2,-1,0,0,0,0,Adult
31,admin.,married,secondary,0,-0.44538245917628555,1,1,unknown,6,may,-0.2892926350702626,2,-1,0,0,0,0,Adult
32,technician,married,secondary,0,-0.2972495045745092,1,0,cellular,19,aug,-0.1266413503888223,2,-1,0,0,0,0,Adult
38,management,married,tertiary,0,-0.5914432088370251,1,0,cellular,30,jan,-0.3186161345319812,1,2,3,0,1,0,Adult
49,retired,single,primary,0,6.294361540584412,0,0,unknown,17,jun,-0.7202733595461055,1,-1,0,0,0,0,Senior
46,management,single,primary,0,-0.17831304922789176,0,0,unknown,17,jun,-0.4939457214615945,3,-1,0,0,0,0,Senior
29,technician,single,secondary,0,-0.17997384134301786,1,0,cellular,18,may,0.8051767126723913,1,-1,0,0,0,0,Young
36,admin.,married,unknown,0,0.460156218860326,0,0,cellular,19,nov,-0.5555802497209266,1,-1,0,0,0,0,Adult
38,admin.,married,secondary,0,0.30422098059795943,1,0,cellular,15,may,0.5115896323562774,2,-1,0,0,0,0,Adult
53,technician,married,secondary,0,0.5643186817955992,1,0,unknown,30,may,-0.4684781907331588,1,-1,0,0,0,0,Senior
43,management,married,tertiary,0,0.6023455401519898,1,0,unknown,15,may,0.5836736916617637,7,-1,0,0,0,0,Adult
41,management,married,tertiary,0,-0.34061590122627755,1,1,unknown,5,may,-1.4611960221985125,1,-1,0,0,0,0,Adult
42,management,single,secondary,0,2.5404499488368844,0,0,cellular,5,aug,-0.864247546266032,2,-1,0,0,0,0,Adult
55,blue-collar,divorced,secondary,0,0.22261517226399904,1,0,cellular,3,apr,0.5037752354616756,1,270,3,1,1,0,Senior
39,admin.,divorced,secondary,0,0.6451116261039966,1,1,telephone,25,jul,0.35039753917934036,2,-1,0,0,0,0,Adult
30,admin.,single,secondary,0,-0.3908650192808303,1,0,cellular,6,aug,-0.4684781907331588,6,112,3,0,1,0,Young
41,blue-collar,married,secondary,0,-0.08112989344291222,1,0,cellular,15,may,0.9545729724822384,3,-1,0,0,0,0,Adult
44,unemployed,married,tertiary,0,-0.33961733857195076,0,0,cellular,8,aug,-0.427200969114286,2,-1,0,0,0,0,Adult
58,management,married,tertiary,0,-0.28200375941746975,0,0,cellular,16,jul,-0.47690714777730714,4,-1,0,0,0,0,Senior
35,retired,married,primary,0,-0.2884355561141611,1,0,cellular,29,jan,-0.34866139537763097,1,-1,0,0,0,0,Adult
27,blue-collar,married,secondary,0,-0.045585816652792814,1,0,cellular,17,apr,2.2186649779353083,3,-1,0,0,0,0,Young
34,services,married,secondary,0,0.12579803051751257,0,0,cellular,17,dec,0.6308960197568224,2,127,3,1,1,1,Adult
25,services,married,secondary,0,-0.3960285283249101,1,0,cellular,23,jul,0.5385918573536862,2,-1,0,0,0,0,Young
36,blue-collar,married,secondary,0,-0.44538245917628555,0,0,unknown,20,jun,0.6380193793718352,3,-1,0,0,0,0,Adult
38,blue-collar,married,secondary,0,-1.5149104514179639,1,0,unknown,9,may,0.8966843026213889,1,-1,0,0,0,0,Adult
30,admin.,married,secondary,0,-0.43552179695814364,1,0,cellular,11,may,-0.19855257477358088,1,-1,0,0,0,0,Young
47,blue-collar,divorced,secondary,1,-2.000582668599909,1,0,cellular,30,jul,-0.9889889898856717,2,-1,0,0,0,0,Senior
41,services,divorced,secondary,0,-0.07840179121165224,1,0,cellular,8,may,0.5076880519255021,2,-1,0,0,0,0,Adult
36,management,single,tertiary,0,0.7812749253573615,0,0,cellular,18,nov,0.5462095175665485,1,-1,0,0,0,0,Adult
63,entrepreneur,married,secondary,0,0.9506332585744294,0,0,telephone,4,aug,0.3102730614722437,2,187,2,1,1,1,Old
23,management,single,tertiary,0,-0.09837332209345451,1,0,cellular,30,apr,-0.48539601454507775,1,-1,0,0,0,0,Young
